Area,Mapped,Number,Project,Address,City,State,Latitude,Longitude,Description,Developer_General_Contractor,Cost,Date,Status,Checked,Map Circle color
01-Medical Campus,,,Leonard Wilson Building,892 Main St.,Buffalo,NY,42.8982520,-78.8706570,Imaging Staffing Technology Inc. headquarters,SM Hayes & Co.,$1.7,2014,Completed,Bricks 2015,#CA6266
01-Medical Campus,,,Tapestry Charter School,14 North St.,Buffalo,NY,42.9021970,-78.8695610,Conversion to charter school,Ellicott Development,$3.0,2013,Completed,,#CA6266
01-Medical Campus,,,Warehouse Lofts,210 Ellicott St.,Buffalo,NY,42.8843320,-78.8727510,"30 apartments, office space",Schneider Development LLC,$3.0,2016,Under,Schneider,#009770
01-Medical Campus,,,John R. Oishei Children's Hospital,819 Ellicott St.,Buffalo,NY,42.9010390,-78.8674080,Heliport on roof of hospital,"Turner Construction, Kaleida Health",$1.1,2017,Under,Kaleida,#009770
01-Medical Campus,,,Main Street Louis,810 Main St.,Buffalo,NY,42.8960700,-78.8713020,Apartment building,"Frank Chinnici, Legacy Development",$3.5,2017,Under,Mayor,#009770
01-Medical Campus,,,Roswell Park Grace Cancer Drug Center ,Roswell Park Cancer Institute,Buffalo,NY,42.8991990,-78.8647400,Renovate interior of Grace Cancer Drug Center to accommodate clinical and administrative support functions,,$2.0,2018,Under,Roswell,#009770
01-Medical Campus,,,Roswell Park Medical Research Center,Roswell Park Cancer Institute,Buffalo,NY,42.8991990,-78.8647400,Upgrade HVAC and building control system of Medical Research Center,,$2.0,2016,Under,Roswell,#009770
01-Medical Campus,,,City Honors Fosdick Field,186 E. North St.,Buffalo,NY,42.9047940,-78.8583020,All-weather field for outdoor sports and gym classes,Buffalo Public Schools,$1.9,Z-Proposed,Z-Proposed,Dan,#53578F
01-Medical Campus,,,St. John Fruit Belt ,190 High St.,Buffalo,NY,42.9004980,-78.8616890,49 new townhomes,,$16.0,2017,Z-Proposed,Jim,#53578F
01-Medical Campus,,,St. John Fruit Belt Community Development,190 High St.,Buffalo,NY,42.9004980,-78.8616890,"Mixed use building, retail, deli, pharmacy",,$1.7,Z-Proposed,Z-Proposed,Mayor,#53578F
02-Central Business,,,172 Franklin,172 Franklin,Buffalo,NY,42.8879470,-78.8763450,Mixed use,Ellicott Development Co.,$2.5,2014,Completed,Ellicott Dev,#CA6266
02-Central Business,,,173 Elm,173 Elm St.,Buffalo,NY,42.8858390,-78.8687420,Renovation of former Jansen Brothers Harness Shop into commerical and residential space,Ellicott Development Co.,$1.7,2014,Completed,Bricks 2015,#CA6266
02-Central Business,,,535 Main St.,535 Main St.,Buffalo,NY,42.8880310,-78.8732520,Former Rose Nails building,Lamparelli Construction,$1.0,2015,Completed,Jim,#CA6266
02-Central Business,,,Adams Mark Buffalo,120 Church St.,Buffalo,NY,42.8836500,-78.8811920,Upgrades and renovations,,$5.7,2014,Completed,,#CA6266
02-Central Business,,,Buffalo Metropolitan FCU,62 S. Elmwood Ave.,Buffalo,NY,42.8870760,-78.8800630,New three-story office building for credit union,Casilio Cos.,$3.0,2013,Completed,Bricks 2014,#CA6266
02-Central Business,,,D'Avolio,535 Main St.,Buffalo,NY,42.8880310,-78.8732520,restaurant,"Paul Lamparelli, Kevin Helfer",$1.0,2015,Completed,BUDC,#CA6266
02-Central Business,,,Dinosaur BBQ,301 Franklin St.,Buffalo,NY,42.8925910,-78.8741440,Restaurant,Mark Croce,$3.0,2014,Completed,Jim,#CA6266
02-Central Business,,,Enterprise Charter School,275 Oak St.,Buffalo,NY,42.8891570,-78.8690440,Purchase building,TBD,$8.0,2013,Completed,ECIDA,#CA6266
02-Central Business,,,Erie County Hall Exterior Restoration,92 Franklin St.,Buffalo,NY,42.8839600,-78.8779240,Renovation of Erie County Hall,Lauer-Manguso & Associates A/E,$3.2,2015,Completed,Bricks 2016,#CA6266
02-Central Business,,,"Graystone, The",24 S. Johnson Park,Buffalo,NY,42.8919730,-78.8772290,Renovation of hotel into 42 apartments,Ellicott Development Co.,$6.3,2014,Completed,"ECIDA, Ellicott Dev",#CA6266
02-Central Business,,,HSE Office Renovation,50 Fountain Plaza,Buffalo,NY,42.8898240,-78.8737440,"Harter Secrest & Emery LLP Law firm renovation of 15,500 SF office space on 10th floor of Key Center Tower","Ciminelli Real Estate Corp., Wendel",$1.1,2016,Completed,Wendel,#CA6266
02-Central Business,,,Main Street Studios,515 Main St.,Buffalo,NY,42.8876600,-78.8733660,Renovations,Roger Trettel,$1.2,2014,Completed,Jim,#CA6266
02-Central Business,,,Oshun Restaurant,5 E. Huron St.,Buffalo,NY,42.8882630,-78.8726750,Renovation of Howard Shoe building,Iskalo Development,$1.3,2014,Completed,Mayor,#CA6266
02-Central Business,,,"Planing Mill, The",141 Elm St.,Buffalo,NY,42.8851850,-78.8687740,"44,000 SF renovation into Class A and residential space",TM Montante Development LLC,$8.2,2014,Completed,Bricks 2015,#CA6266
02-Central Business,,,Ricotta & Visco,496 Main St.,Buffalo,NY,42.8873810,-78.8742420,Renovate building for law firm,,$1.5,2013,Completed,BUDC,#CA6266
02-Central Business,,,Shea's Performing Arts Center,646 Main St.,Buffalo,NY,42.8916920,-78.8732990,Interior restoration of 1926 landmark theater,Shea's Performing Arts Center,$2.5,2015,Completed,Jim,#CA6266
02-Central Business,,,Swan Building renovation,290 Main St.,Buffalo,NY,42.8824580,-78.8762650,,Ellicott Development Co.,$4.4,2015,Completed,Ellicott Dev,#CA6266
02-Central Business,,,Tappo Restaurant,338 Ellicott St.,Buffalo,NY,42.8877910,-78.8716400,"Redevelopment of 4,800 building into Tappo Restaurant",Signature Development,$1.3,2013,Completed,Bricks 2014,#CA6266
02-Central Business,,,Toutant restaurant,437 Ellicott St.,Buffalo,NY,42.8902500,-78.8701800,Renovation of Golden Swan building ,Signature Development,$1.0,2015,Completed,Jim,#CA6266
02-Central Business,,,West Huron Lofts,201 W. Huron St.,Buffalo,NY,42.8901220,-78.8807480,"Renovation of Huron Hotel, opened in 1896, into apartments",The Kissling Interests LLC,$1.6,2013,Completed,Bricks 2014,#CA6266
02-Central Business,,,220 Franklin,220 Franklin St.,Buffalo,NY,42.8898000,-78.8757460,"Mixed-use, salon, residential",Matthew Moscati,$2.0,2016,Under,Mayor,#009770
02-Central Business,,,241 Main St. parking ramp,241 Main St.,Buffalo,NY,42.8808520,-78.8753720,50 private parking spaces for adjacent condo development,"Paul Kolkmeyer, HHL Architects, R&P Oak Hill",$2.0,2016,Under,HHL Architects,#009770
02-Central Business,,,520 Ellicott Street,520 Ellicott St.,Buffalo,NY,42.8926320,-78.8701390,"23,000 SF three-story office building",Uniland Development Co.,$5.0,2016,Under,Uniland,#009770
02-Central Business,,,599 Delaware,599 Delaware,Buffalo,NY,42.9007370,-78.8730450,"25,000 SF commercial building","Schneider Development LLC, Zion Holdings LLC",$1.5,2017,Under,Schneider,#009770
02-Central Business,,,Alexandre Apartments,510 Washington St.,Buffalo,NY,42.8880190,-78.8725640,13 apartments at former Loew's Theatre Warehouse,Amy Judd,$4.0,2017,Under,Jim,#009770
02-Central Business,,,Big Ditch Brewing Co.,337 Ellicott St.,Buffalo,NY,42.8877950,-78.8709490,Conversion of former Verizon service center,Iskalo Development,$2.6,2016,Under,ECIDA,#009770
02-Central Business,,,Buffalo & Erie County Library,One Lafayette Square,Buffalo,NY,42.8853570,-78.8716810,New 4-stop elevator for public use,HHL Architects,$2.0,2017,Under,HHL Architects,#009770
02-Central Business,,,Cathedral Place Towers,298 Main St.,Buffalo,NY,42.8824070,-78.8760390,Renovation of White Building into apartments and office space,The Kissling Interests LLC,$6.0,2016,Under,ECIDA,#009770
02-Central Business,,,Dallenbach Block,163 Broadway,Buffalo,NY,42.8866460,-78.8672170,,,$6.0,2018,Under,Jim,#009770
02-Central Business,,,Deep South Taco,291 Ellicott St,Buffalo,NY,42.8864100,-78.8716810,Mexican-themed restaurant,"Richard Hamilton, Lamparelli Construction Co. Inc.",$1.8,2016,Under,Jim,#009770
02-Central Business,,,Hyatt Regency Buffalo,2 Fountain Plaza,Buffalo,NY,42.8879850,-78.8742680,"Lobby and restaurant renovations, ",Hamilton Houston Lownie Architects,$3.0,2016,Under,Jim,#009770
02-Central Business,,,Jerk's Soda Fountain and Ice Cream,523 Main St.,Buffalo,NY,42.8878010,-78.8732660,"Renovations, Jerks Soda Fountain",Don Warfe,$1.0,2016,Under,Jim,#009770
02-Central Business,,,Lofts @ 400,400 N. Oak St.,Buffalo,NY,42.8923690,-78.8688540,"New building, mixed use",Signature Development,$8.0,2016,Under,Rocco Termini,#009770
02-Central Business,,,Main Court Building,255 Pearl St.,Buffalo,NY,42.8863700,-78.8750940,Renovations,"Paul Kolkmeyer, Andrew Shaevel, Ronald Toski",$8.2,2016,Under,Jim,#009770
02-Central Business,,,Market Arcade,617 Main St.,Buffalo,NY,42.8906240,-78.8721770,Apartments and parking,Sinatra & Co.,$3.0,2016,Under,Jim,#009770
02-Central Business,,,Masa y Mezcal,128 Genesee St.,Buffalo,NY,42.8901150,-78.8694660,Mexican-themed restaurant,"Victor Parra Gonzalez, Sergio Mucina",$1.5,2017,Under,Jim,#009770
02-Central Business,,,Rand Building,14 Lafayette Square,Buffalo,NY,42.8861870,-78.8734330,Renovations ,"Paul Kolkmeyer, Andrew Shaevel, Ronald Toski",$1.5,2016,Under,Jim,#009770
02-Central Business,,,Saturn Building,505 Pearl St.,Buffalo,NY,42.8930530,-78.8728840,Renovation,Mark Croce,$6.5,2016,Under,"Mayor,BUDC",#009770
02-Central Business,,,Shea's Performing Arts Center,646 Main St.,Buffalo,NY,42.8916920,-78.8732990,Five-story elevator tower,Shea's Performing Arts Center,$5.0,2016,Under,Tracey,#009770
02-Central Business,,,Sid Birzon Building,686 Main St.,Buffalo,NY,42.8926310,-78.8727660,"Apartments, office space","John Barry, Paul Kolkmeyer, Chris Jacobs",$6.0,2016,Under,Jim,#009770
02-Central Business,,,Compass East Phase II,425 Michigan Ave.,Buffalo,NY,42.8834120,-78.8660990,"Planned construction of mixed-use building with office, retail, residential",McGuire Development Co.,$5.0,2018,Z-Proposed,McGuire,#53578F
04-East Side,,,142 Archie,142 Archie St.,Buffalo,NY,42.8866410,-78.8597930,"Conversion of Kraft & Son carting and livery to retail, residential",CSS Consultants,$1.2,2016,Completed,Mayor,#CA6266
04-East Side,,,Bison Distellery,199-2055 Lombard St.,Buffalo,NY,42.8916410,-78.8368000,Former Chudy Paper Co. warehouse,Ray and Glenn Kasprzyk,$1.0,2015,Completed,Jim,#CA6266
04-East Side,,,Buffalo Promise Neighborhood Children's Academy,3149 Bailey Ave.,Buffalo,NY,42.9405920,-78.8133190,Center for neighborhood initiatives focusing on education,"SLR Contracting & Services Co., Watts Architecture & Engineering",$2.5,2013,Completed,Bricks 2014,#CA6266
04-East Side,,,Canisius College ,1901 Main St.,Buffalo,NY,42.9236720,-78.8550310,"Campus-wide renovations, including pool in Koessler Athletic Center",,$1.3,2016,Completed,Dan,#CA6266
04-East Side,,,Catholic Charities Health Center,20 Herkimer St.,Buffalo,NY,42.9131620,-78.8934860,Conversion of Nativity RC Church into headquarters for Catholic Charities Immigration & Refugee Assistance Center,McGuire Development Co.,$1.0,2015,Completed,Bricks 2016,#CA6266
04-East Side,,,Corpus Christi Church,199 Clark St.,Buffalo,NY,42.8918300,-78.8359860,Restoration includes slate roofing and tower and dome repairs,HHL Architects,$1.0,2014,Completed,HHL Architects,#CA6266
04-East Side,,,Custom Sheet Metal Fabricating LLC,25 Depot St.,Buffalo,NY,42.8827390,-78.8291890,"Construction of 12,000 SF manufacturing plant",,$1.0,2014,Completed,ECIDA,#CA6266
04-East Side,,,Dollar General ,663 E. Ferry Ave.,Buffalo,NY,42.9142610,-78.8365750,"9,100 SF store","CSS Construction, David Pawlik, Russell Kyte",$1.2,2013,Completed,CSS Construction,#CA6266
04-East Side,,,ECMC Transitional Care Unit,462 Grider St.,Buffalo,NY,42.9254230,-78.8313320,"7,500 SF, 19 beds","LPCiminelli Inc., Kideney Architects",$1.6,2013,Completed,Kideney,#CA6266
04-East Side,,,Grace House Lodging II,2017 Bailey Ave.,Buffalo,NY,42.9094020,-78.8133750,Two-story 8-unit residential complex,Creative Structures Services Inc,$1.0,2014,Completed,CSS Construction,#CA6266
04-East Side,,,King Center Charter School,104 Lang Ave.,Buffalo,NY,42.9192830,-78.8092000,,"McGuire Development Co., R&P Oak Hill",$1.0,2015,Completed,McGuire,#CA6266
04-East Side,,,347 E. Ferry Athletic Fields,347 E. Ferry St.,Buffalo,NY,42.9146270,-78.8512540,"Outdoor skating rink, football field","Saving Grace Ministries Inc., Buffalo Sabres, CSS Construction",$1.0,2018,Under,CSS Construction,#009770
04-East Side,,,Dollar General ,1756 Genesee St.,Buffalo,NY,42.9119620,-78.8160790,"9,100 SF store","Creative Structures Services Inc., ",$1.1,2017,Under,Jim,#009770
04-East Side,,,Mt. Aaron Manor Apartments,526 Genesee St.,Buffalo,NY,42.8954090,-78.8565750,15 apartments for low-income tenants,Mt. Aaron Baptist Church,$1.6,2017,Under,Mayor,#009770
04-East Side,,,Parkview Apartments,Best and Fillmore streets,Buffalo,NY,42.9033530,-78.8390480,Conversion of School 59 into 26 apartments for low to moderate income residents,,$1.0,2016,Under,Jim,#009770
04-East Side,,,Tri-Main Development,2495 Main St.,Buffalo,NY,42.9346780,-78.8423610,Green roof development,,$1.0,2017,Under,Mayor,#009770
04-East Side,,,247 East Ferry,247 E. Ferry St.,Buffalo,NY,42.9150230,-78.8550900,Renovate 3-story building into 16 housing units,Creative Structures Services Inc,$2.6,2018,Z-Proposed,Mayor,#53578F
05-West Side,,,1165 Delaware,1165 Delaware Ave.,Buffalo,NY,42.9156130,-78.8685960,62 apartments,Greenleaf Development LLC,$4.6,2014,Completed,Mayor,#CA6266
05-West Side,,,1225 Niagara ,1225 Niagara St.,Buffalo,NY,42.9171770,-78.8988610,"Residential, pizzeria",Bill Bresser,$1.5,2015,Completed,Jim,#CA6266
05-West Side,,,400 Elmwood Ave.,400 Elmwood Ave.,Buffalo,NY,42.9080060,-78.8776090,Rehab,Sinatra & Co.,$3.2,2014,Completed,Sinatra,#CA6266
05-West Side,,,451 Elmwood,451 Elmwood Ave.,Buffalo,NY,42.9095030,-78.8767600,Restaurant,Ellicott Development Co.,$1.4,2016,Completed,Ellicott Dev,#CA6266
05-West Side,,,506 Delaware building,506 Delaware Ave.,Buffalo,NY,42.8981240,-78.8743750,"Former Farrar Mansion, KofC building into apartments",Jim Jerge,$6.0,2015,Completed,Mayor,#CA6266
05-West Side,,,556 Franklin building,556-64 Franklin St.,Buffalo,NY,42.9016800,-78.8718920,Conversion of two mansions into office and apartments,Sinatra & Co.,$1.3,2013,Completed,Mayor,#CA6266
05-West Side,,,770 Elmwood Mixed Use Development,770 Elmwood Ave.,Buffalo,NY,42.9180540,-78.8774580,"New construction of 35,000 SF apartment/retail building",Benchmark Development/The Frizlen Group,$5.0,2015,Completed,Bricks 2016,#CA6266
05-West Side,,,786 Elmwood,786 Elmwood Ave.,Buffalo,NY,42.9185980,-78.8770360,New mixed-use development ,Benchmark Development,$3.5,2015,Completed,Mayor,#CA6266
05-West Side,,,905 Elmwood,905 Elmwood Ave.,Buffalo,NY,42.9219850,-78.8767030,"Construction of 44,000 SF building for apartments and restaurant",Ellicott Development Co.,$9.7,2016,Completed,Ellicott Dev,#CA6266
05-West Side,,,945 West Ferry St.,945 W. Ferry St.,Buffalo,NY,42.9151600,-78.8654140,Retail and residential,Sinatra & Co.,$3.0,2014,Completed,Jim,#CA6266
05-West Side,,,960 Busti,960 Busti Ave.,Buffalo,NY,42.9091140,-78.9005670,"Renovation, 18 apartments, retail",Ellicott Development Co.,$8.0,2016,Completed,Ellicott Dev,#CA6266
05-West Side,,,Buffalo Center for Arts & Technology Center,1221 Main St.,Buffalo,NY,42.9070030,-78.8673570,Community center for teens and job training,R&P Oak Hill Development LLC,$1.5,2013,Completed,Bricks 2014,#CA6266
05-West Side,,,Casa Shelby,250 Virginia St.,Buffalo,NY,42.8948300,-78.8823250,Construction 53-unit residential complex,"Creative Structures Services Inc., ",$5.4,2015,Completed,CSS,#CA6266
05-West Side,,,Fenton Village,1526 Main St.,Buffalo,NY,42.9151640,-78.8649800,"Residential conversion, 31 apartments, commercial and retail",Sinatra & Co.,$5.0,2015,Completed,Sinatra,#CA6266
05-West Side,,,First Baptist Church building,14 North St.,Buffalo,NY,42.9021970,-78.8695610,14 residential units,Ellicott Development,$1.7,2014,Completed,Mayor,#CA6266
05-West Side,,,Horsefeathers Market & Residences,346 Connecticut St.,Buffalo,NY,42.9058570,-78.8882310,Conversion of historic warehouse into retail and apartments,The Frizlen Group Architects & Developers ,$4.0,2013,Completed,Bricks 2014,#CA6266
05-West Side,,,InnBuffalo Off Elmwood,619 Lafayette Ave.,Buffalo,NY,42.9200600,-78.8754410,Restoration of Hewitt mansion into boutique hotel,Joseph and Ellen Lettieri,$1.0,2015,Completed,Bricks 2016,#CA6266
05-West Side,,,Kleinhans Music Hall,3 Symphony Circle,Buffalo,NY,42.9024990,-78.8817390,Interior renovation,,$4.0,2015,Completed,Jim,#CA6266
05-West Side,,,Lafayette Lofts,598 Lafayette Ave.,Buffalo,NY,42.9209870,-78.8765670,"Adaptive reuse of Lafayette Avenue Presbyterian Church into commercial, residential space","Peyton Barlow Co. Inc., Carmina Wood Morris",$9.0,2014,Completed,Bricks 2015,#CA6266
05-West Side,,,Lakeshore Behavioral ,951 Niagara St.,Buffalo,NY,42.9091440,-78.8990940,,Ellicott Development Co.,$1.3,2015,Completed,Ellicott Dev,#CA6266
05-West Side,,,Niagara Street Corridor Transit Center,Niagara and Ontario streets,Buffalo,NY,42.9455870,-78.9073560,"25-space park-and-ride lot, bus loop, bicycle parking, pedestrian path to Seaway Trail System","NFTA, Mark Cerrone Inc.",$1.4,2015,Completed,NFTA,#CA6266
05-West Side,,,Peace Bridge Pre-Inspection Pilot Project,1 Peace Bridge Plaza,Buffalo,NY,42.9036010,-78.8980450,"Pre-inspection pilot, inspection booths, offices, parking",,$1.2,2015,Completed,PBA,#CA6266
05-West Side,,,Peace Bridge U.S. Plaza Approach Widening,1 Peace Bridge Plaza,Buffalo,NY,42.9036010,-78.8980450,"Widening of approach to Peace Bridge, improve access to Nexus lane","Oakgrove Construction, Pike Co.",$10.0,2014,Completed,PBA,#CA6266
05-West Side,,,Resurgence Brewing Co.,1250-70 Niagara St.,Buffalo,NY,42.8853230,-78.8775730,Microbrewery and patio,Schneider Design Architects,$1.0,2014,Completed,Jim,#CA6266
05-West Side,,,Rich Products Corp. Innovation Center and Atrium,1 Robert Rich Way,Buffalo,NY,42.9145840,-78.8985270,Interior renovation,Lehigh Construction Group Inc.,$18.4,2014,Completed,"ECIDA, Jim, Bricks 2015",#CA6266
05-West Side,,,Saturn Club,977 Delaware Ave.,Buffalo,NY,42.9105430,-78.8698310,Roof replacement and masonry restoration,"HHL Architects, Grove Roofing",$1.2,2015,Completed,HHL Architects,#CA6266
05-West Side,,,SUNY Buffalo State  Building 50,1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,Exterior renovations,"Kideney, Allstate",$2.1,2016,Completed,Kideney,#CA6266
05-West Side,,,SUNY Buffalo State Campbell Student Union,1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,Renovations to student union building,"RB Mac Construction Co., BHNT Architects PC",$4.8,2013,Completed,Bricks 2014,#CA6266
05-West Side,,,SUNY Buffalo State Houston Gym Renovation,1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,"Renovation of 93,900 SF facility","Turner Construction Co., Clough Harbour & Associates",$24.7,2014,Completed,Bricks 2015,#CA6266
05-West Side,,,"SUNY Buffalo State Science and Mathematics Complex, Phase 1",1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,"171,000 SF two-phase project to replace 1962 building","Cannon Design, Christa Construction",$35.0,2014,Completed,Bricks 2015,#CA6266
05-West Side,,,SUNY Buffalo State Technology Building,1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,"New building for engineering, technology, CIS students","Manning Squires Hennig Co. Inc., LPCimnelli Inc.",$36.5,2013,Completed,Bricks 2014,#CA6266
05-West Side,,,Thin Man Brewery,486 Elmwood Ave.,Buffalo,NY,42.9103010,-78.8774480,"Brewery, restaurant","Rocco Termini, Michael Shatzel",$1.5,2016,Completed,ECIDA,#CA6266
05-West Side,,,Tim Hortons Café & Bake Shop,1088 Niagara St.,Buffalo,NY,42.9126480,-78.9005250,,Ellicott Development,$2.2,2016,Completed,Ellicott Dev,#CA6266
05-West Side,,,Twain Tower,472 Delaware Ave.,Buffalo,NY,42.8971510,-78.8746920,New residential/office building on site of Mark Twain house/Cloister restaurant,R&P Oak Hill Development LLC,$4.0,2013,Completed,Bricks 2014,#CA6266
05-West Side,,,West Buffalo Charter School,113 Lafayette Ave.,Buffalo,NY,42.9197070,-78.8947780,Conversion of Lafayette Tower into West Buffalo Charter School,Ellicott Development Co.,$3.8,2014,Completed,ECIDA,#CA6266
05-West Side,,,White's Livery Apartments,430 Jersey St.,Buffalo,NY,42.9042070,-78.8825810,14-unit apartment project in historic structure,Savarino Cos.,$3.5,2014,Completed,Savarino,#CA6266
05-West Side,,,1050 Niagara ,1050 Niagara St.,Buffalo,NY,42.9121320,-78.9005480,"Construction of 11,000 SF mixed-use building",Ellicott Development Co.,$9.4,2016,Under,Jim/Ellicott Dev,#009770
05-West Side,,,1485 Niagara,1485 Niagara St.,Buffalo,NY,42.9245870,-78.8974460,Warehouse conversion into mixed used,Karl Frizlen,$8.0,2017,Under,Jim/Buffalo Planning Board,#009770
05-West Side,,,25 Barker St.,25 Barker St.,Buffalo,,42.9068800,-78.8682710,Conversion of warehouse into 21 apartments,Glendale Development,$2.0,2017,Under,Mayor,#009770
05-West Side,,,722 W. Delavan,722 W. Delavan Ave.,Buffalo,NY,42.9227170,-78.8728590,Mixed use,Ellicott Development Co.,$6.5,2017,Under,Ellicott Dev,#009770
05-West Side,,,Albright-Knox Art Gallery warehouse,40 Churchill St.,Buffalo,NY,42.9376750,-78.8962240,"40,000 SF warehouse expansion",Watts Architecture & Engineering,$5.5,2017,Under,Jim,#009770
05-West Side,,,Casa Serena,295 Maryland Ave.,Buffalo,NY,42.8964520,-78.8817750,"Apartments, art studios, art gallery",Anthony LoRusso,$5.3,2016,Under,Buffalo,#009770
05-West Side,,,Cornerstone Lofts,340 Bird Ave.,Buffalo,NY,42.9261950,-78.8863050,Repurpose Bethlehem Presbyterian Church into 12 condos,"Mark McGroarty, Michael Pietrocarlo",$2.5,2017,Under,Jim,#009770
05-West Side,,,Crescendo,1502 Niagara St.,Buffalo,NY,42.9246360,-78.8983550,Conversion of former F.N. Burt warehouse into 50 apartments and restaurants,"Angelo Natale, Carl Savarino, Robert Corrao",$6.0,2016,Under,Jim,#009770
05-West Side,,,D'Youville College Athletic Center,320 Porter Ave.,Buffalo,NY,42.9025330,-78.8909440,"New construction of athletic fields, locker rooms, meeting and office facilitis",Savarino Cos.,$5.3,2016,Under,Savarino,#009770
05-West Side,,,Ellen Terry site apartments,363 Grant St.,Buffalo,NY,42.9238590,-78.8895680,"Three-story, 11 apartments on site of Ellen Terry Theater",John Wingfelder,$1.8,2017,Under,Jim,#009770
05-West Side,,,Frederick Law Olmsted School 56,722 W. Delavan Ave.,Buffalo,NY,42.9227170,-78.8728590,Conversion to 33 apartments,Ellicott Development Co. Sinatra & Co.,$5.5,2016,Under,Jim,#009770
05-West Side,,,General Electric warehouse,961 Busti Ave.,Buffalo,NY,42.9088340,-78.9001710,Conversion of former GE warehouse into offices and 18 apartments,Ellicott Development Co.,$8.0,2016,Under,Jim,#009770
05-West Side,,,Greater Buffalo United Accountable Healthcare Network,Seventh Street,Buffalo,NY,42.8985740,-78.8909940,"Two-story, 40,000 SF addition to medical complex",,$5.0,2017,Under,Jim,#009770
05-West Side,,,Lafayette High School,370 Lafayette High School,Buffalo,NY,42.8864470,-78.8783690,"Upgrade classrooms, labs, bathrooms, fitness center, elevator",HHL Architects,$2.0,2016,Under,HHL Architects,#009770
05-West Side,,,M.A.P. Community Food Resource & Training Center,387 Massachusetts Ave.,Buffalo,NY,42.9126030,-78.8876800,Construction of farmhouse as a community food training and resource center,"Eco-Logic Studio Architecture, Lamparelli Construction",$1.9,2017,Under,EcoLogic,#009770
05-West Side,,,Niagara Gateway Apartments,885 Niagara St.,Buffalo,NY,42.9076080,-78.8972970,Conversion of warehouse into 53 apartments,"Resetarits Construction, HHL Architects, Regan Development",$8.0,2016,Under,HHL Architects,#009770
05-West Side,,,Rosanna Elizabeth Visual & Performing Arts Center,467 Richmond Ave.,Buffalo,NY,42.9151550,-78.8815960,Renovation of Richmond-West Ferry Church into performing arts center,Watts Architecture & Engineering,$8.0,2017,Under,Watts Architecture,#009770
05-West Side,,,SUNY Buffalo State Buckham Hall,1300 Elmwood Ave.,Buffalo,NY,42.9322950,-78.8795700,Interior demolition and renovation,"Kideney, Rodems",$3.5,2017,Under,Kideney,#009770
05-West Side,,,GDZ Homes,412 Massachusetts Ave.,Buffalo,NY,42.9133920,-78.8872620,"15,000 SF green affordable housing and mixed used renovation",Eco-Logic Studio Architecture & Engineering,$2.3,2018,Z-Proposed,EcoLogic,#53578F
06-North Buffalo,,,Amherst St. Wines & Liquors,601 Amherst Street,Buffalo,NY,42.9386760,-78.8823580,"15,000 SF retail outlet, Wegmans outparcel",,$1.5,2014,Completed,,#CA6266
06-North Buffalo,,,Empire Grill,1435 Hertel Ave.,Buffalo,NY,42.9475160,-78.8547690,Restaurant renovations,Mark Bohn,$1.5,2015,Completed,Jim,#CA6266
06-North Buffalo,,,Fairfield Commons,"1659 Amherst St,",Buffalo,NY,42.9400480,-78.8429700,"5 apartments, 1,600 SF commercial space","CSS Construction, David Pawlik, Russell Kyte",$1.4,2013,Completed,CSS Construction,#CA6266
06-North Buffalo,,,KLP Commons,786 Kenmore Ave.,Buffalo,NY,42.9582690,-78.8467890,Adaptive reuse of New Covenant Church and Fellowship Hall into 12 apartments and 2000 SF commercial space,"CSS Construction, David Pawlik, Russell Kyte",$1.6,2013,Completed,CSS Construction,#CA6266
06-North Buffalo,,,North Park Theatre,1428 Hertel Ave.,Buffalo,NY,42.9479210,-78.8553830,Renovations to historic theater,Tom Eoannou,$1.0,2014,Completed,Jim,#CA6266
06-North Buffalo,,,Cantalician Center,3233 Main St.,Buffalo,NY,42.9516010,-78.8249090,School building renovations,Chason Affinity ,$1.6,Z-Proposed,Z-Proposed,Jim,#53578F
07-North Buffalo,,,Gordon Food Service Store,1959 Elmwood Ave.,Buffalo,NY,42.9525180,-78.8782310,"40,000 SF retail outlet for restaurant industry",,$6.9,2016,Under,Jim,#009770
07-South Buffalo,,,Amherst Products Inc.,65 Vandalia St.,Buffalo,NY,42.8662450,-78.8607000,Renovation for manufacturing and agriculture business,Lazarus Properties,$2.5,2015,Completed,ECIDA,#CA6266
07-South Buffalo,,,Buffalo Scholastic Rowing Assn.,345 Ohio Street,Buffalo,NY,42.8668600,-78.8679460,recreation,Ellicott Development,$1.8,2014,Completed,,#CA6266
07-South Buffalo,,,English Pork Pie Co.,1176 South Park Ave.,Buffalo,NY,42.8611520,-78.8375330,"Renovate 37,000 SF building into manufacturing plant",Damian and Vicky Parker,$1.2,2014,Completed,Jim,#CA6266
07-South Buffalo,,,Flying Bison Brewing Co.,840 Seneca St.,Buffalo,NY,42.8758160,-78.8457750,"12,500 SF brewery and tasting room",,$2.5,2015,Completed,ECIDA,#CA6266
07-South Buffalo,,,Hydraulic Hearth Restaurant,716 Swan St.,Buffalo,NY,42.8766660,-78.8495980,"Restaurant, apartments",Larkin Development,$3.0,2014,Completed,Mayor,#CA6266
